Player,Nation,Pos,Age,90s,Att,Pass Types-Live,Pass Types-Dead,Pass Types-FK,Pass Types-TB,Pass Types-Sw,Pass Types-Crs,Pass Types-TI,Pass Types-CK,Corner Kicks-In,Corner Kicks-Out,Corner Kicks-Str,Outcomes-Cmp,Outcomes-Off,Outcomes-Blocks,Matches,Season-Unnamed: 21_level_1,Team-Unnamed: 22_level_1,Performance-CrdY,Performance-CrdR,Performance-2CrdY,Performance-Fls,Performance-Fld,Performance-Off,Performance-Crs,Performance-Int,Performance-TklW,Performance-PKwon,Performance-PKcon,Performance-OG,Performance-Recov,Aerial Duels-Won,Aerial Duels-Lost,Aerial Duels-Won%,Season-Unnamed: 22_level_1,Team-Unnamed: 23_level_1,MP,Playing Time-Min,Playing Time-Mn/MP,Playing Time-Min%,Playing Time-90s,Starts-Starts,Starts-Mn/Start,Starts-Compl,Subs-Subs,Subs-Mn/Sub,Subs-unSub,Team Success-PPM,Team Success-onG,Team Success-onGA,Team Success-+/-,Team Success-+/-90,Team Success-On-Off,Team Success (xG)-onxG,Team Success (xG)-onxGA,Team Success (xG)-xG+/-,Team Success (xG)-xG+/-90,Team Success (xG)-On-Off,Season-Unnamed: 27_level_1,Team-Unnamed: 28_level_1,Goals-GA,Goals-PKA,Goals-FK,Goals-CK,Goals-OG,Expected-PSxG,Expected-PSxG/SoT,Expected-PSxG+/-,Expected-/90,Launched-Cmp,Launched-Att,Launched-Cmp%,Passes-Att (GK),Passes-Thr,Passes-Launch%,Passes-AvgLen,Goal Kicks-Att,Goal Kicks-Launch%,Goal Kicks-AvgLen,Crosses-Opp,Crosses-Stp,Crosses-Stp%,Sweeper-#OPA,Sweeper-#OPA/90,Sweeper-AvgDist,Season-Unnamed: 31_level_1,Team-Unnamed: 32_level_1,Playing Time-Starts,Performance-Gls,Performance-Ast,Performance-G+A,Performance-G-PK,Performance-PK,Performance-PKatt,Expected-xG,Expected-npxG,Expected-xAG,Expected-npxG+xAG,Progression-PrgC,Progression-PrgP,Progression-PrgR,Per 90 Minutes-Gls,Per 90 Minutes-Ast,Per 90 Minutes-G+A,Per 90 Minutes-G-PK,Per 90 Minutes-G+A-PK,Per 90 Minutes-xG,Per 90 Minutes-xAG,Per 90 Minutes-xG+xAG,Per 90 Minutes-npxG,Per 90 Minutes-npxG+xAG,Season-Unnamed: 34_level_1,Team-Unnamed: 35_level_1,Touches-Touches,Touches-Def Pen,Touches-Def 3rd,Touches-Mid 3rd,Touches-Att 3rd,Touches-Att Pen,Touches-Live,Take-Ons-Att,Take-Ons-Succ,Take-Ons-Succ%,Take-Ons-Tkld,Take-Ons-Tkld%,Carries-Carries,Carries-TotDist,Carries-PrgDist,Carries-PrgC,Carries-1/3,Carries-CPA,Carries-Mis,Carries-Dis,Receiving-Rec,Receiving-PrgR,Season-Unnamed: 28_level_1,Team-Unnamed: 29_level_1,Playing Time-MP,Performance-GA,Performance-GA90,Performance-SoTA,Performance-Saves,Performance-Save%,Performance-W,Performance-D,Performance-L,Performance-CS,Performance-CS%,Penalty Kicks-PKatt,Penalty Kicks-PKA,Penalty Kicks-PKsv,Penalty Kicks-PKm,Penalty Kicks-Save%,Season-Unnamed: 24_level_1,Team-Unnamed: 25_level_1,SCA-SCA,SCA-SCA90,SCA Types-PassLive,SCA Types-PassDead,SCA Types-TO,SCA Types-Sh,SCA Types-Fld,SCA Types-Def,GCA-GCA,GCA-GCA90,GCA Types-PassLive,GCA Types-PassDead,GCA Types-TO,GCA Types-Sh,GCA Types-Fld,GCA Types-Def,Tackles-Tkl,Tackles-TklW,Tackles-Def 3rd,Tackles-Mid 3rd,Tackles-Att 3rd,Challenges-Tkl,Challenges-Att,Challenges-Tkl%,Challenges-Lost,Blocks-Blocks,Blocks-Sh,Blocks-Pass,Int,Tkl+Int,Clr,Err,Standard-Gls,Standard-Sh,Standard-SoT,Standard-SoT%,Standard-Sh/90,Standard-SoT/90,Standard-G/Sh,Standard-G/SoT,Standard-Dist,Standard-FK,Standard-PK,Standard-PKatt,Expected-npxG/Sh,Expected-G-xG,Expected-np:G-xG,Season-Unnamed: 23_level_1,Team-Unnamed: 24_level_1,Total-Cmp,Total-Att,Total-Cmp%,Total-TotDist,Total-PrgDist,Short-Cmp,Short-Att,Short-Cmp%,Medium-Cmp,Medium-Att,Medium-Cmp%,Long-Cmp,Long-Att,Long-Cmp%,Ast,xAG,Expected-xA,Expected-A-xAG,KP,1/3,PPA,CrsPA,PrgP,Season-Unnamed: 29_level_1,Team-Unnamed: 30_level_1
Oliver Scarles,eng ENG,MF,17.0,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,5.0,,,,,,,,,,,,2023-2024,West-Ham-United,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,2023-2024,West-Ham-United,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oliver Skipp,eng ENG,"MF,DF",22.0,7.9,383.0,366.0,16.0,8.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,351.0,1.0,2.0,Matches,2023-2024,Tottenham-Hotspur,3.0,0.0,0.0,8.0,12.0,0.0,1.0,3.0,12.0,0.0,0.0,0.0,36.0,3.0,10.0,23.1,2023-2024,Tottenham-Hotspur,21.0,707.0,34.0,20.7,7.9,5.0,73.0,1.0,16.0,21.0,10.0,1.9,15.0,17.0,-2.0,-0.25,-0.75,14.7,17.0,-2.3,-0.3,-0.53,2023-2024,Tottenham-Hotspur,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.6,1.3,8.0,37.0,25.0,0.0,0.0,0.0,0.0,0.0,0.09,0.07,0.16,0.09,0.16,2023-2024,Tottenham-Hotspur,448.0,14.0,90.0,257.0,102.0,13.0,448.0,3.0,2.0,66.7,1.0,33.3,226.0,831.0,399.0,8.0,4.0,1.0,9.0,6.0,319.0,25.0,2023-2024,Tottenham-Hotspur,,,,,,,,,,,,,,,,,,,14.0,1.78,13.0,0.0,0.0,1.0,0.0,0.0,2.0,0.25,2.0,0.0,0.0,0.0,0.0,0.0,18.0,12.0,9.0,6.0,3.0,11.0,18.0,61.1,7.0,12.0,1.0,11.0,3.0,21.0,9.0,0.0,0.0,4.0,1.0,25.0,0.51,0.13,0.0,0.0,13.7,0.0,0.0,0.0,0.17,-0.7,-0.7,2023-2024,Tottenham-Hotspur,351.0,383.0,91.6,5258.0,1454.0,199.0,210.0,94.8,123.0,131.0,93.9,19.0,24.0,79.2,0.0,0.6,0.5,-0.6,7.0,37.0,3.0,0.0,37.0,2023-2024,Tottenham-Hotspur
Oliver Turton,eng ENG,DF,30.0,1.9,80.0,66.0,13.0,0.0,0.0,0.0,5.0,13.0,0.0,0.0,0.0,0.0,54.0,1.0,3.0,Matches,2023-2024,Brentford,0.0,0.0,0.0,3.0,1.0,0.0,5.0,1.0,1.0,0.0,1.0,0.0,6.0,1.0,3.0,25.0,2023-2024,Brentford,3.0,169.0,56.0,4.1,1.9,2.0,84.0,1.0,1.0,1.0,3.0,0.67,1.0,4.0,-3.0,-1.6,-1.01,0.8,3.6,-2.7,-1.45,-1.19,2023-2024,Brentford,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024,Brentford,94.0,6.0,26.0,50.0,18.0,0.0,94.0,2.0,0.0,0.0,2.0,100.0,44.0,194.0,54.0,1.0,3.0,0.0,1.0,1.0,54.0,8.0,2023-2024,Brentford,,,,,,,,,,,,,,,,,,,1.0,0.53,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.53,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,4.0,2.0,2.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,2023-2024,Brentford,54.0,80.0,67.5,1013.0,321.0,20.0,28.0,71.4,27.0,32.0,84.4,6.0,14.0,42.9,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,2023-2024,Brentford
Oliwier Zych,pl POL,GK,19.0,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,,2023-2024,Aston-Villa,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,2023-2024,Aston-Villa,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ollie Harrison,eng ENG,MF,15.0,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,,2023-2024,Chelsea,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,2023-2024,Chelsea,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ollie Watkins,eng ENG,FW,27.0,35.7,609.0,586.0,21.0,1.0,5.0,1.0,13.0,4.0,0.0,0.0,0.0,0.0,459.0,2.0,17.0,Matches,2023-2024,Aston-Villa,4.0,0.0,0.0,22.0,41.0,16.0,13.0,4.0,7.0,2.0,0.0,0.0,64.0,49.0,80.0,38.0,2023-2024,Aston-Villa,,3217.0,87.0,94.1,35.7,37.0,87.0,27.0,0.0,,0.0,1.84,72.0,56.0,16.0,0.45,0.89,60.6,54.9,5.6,0.16,1.16,2023-2024,Aston-Villa,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,19.0,13.0,32.0,19.0,0.0,0.0,16.8,16.8,7.3,24.2,62.0,55.0,214.0,0.53,0.36,0.9,0.53,0.9,0.47,0.21,0.68,0.47,0.68,2023-2024,Aston-Villa,958.0,28.0,56.0,369.0,542.0,215.0,958.0,63.0,26.0,41.3,31.0,49.2,581.0,3085.0,1465.0,62.0,37.0,41.0,78.0,57.0,761.0,214.0,2023-2024,Aston-Villa,37.0,,,,,,,,,,,,,,,,,,100.0,2.8,70.0,0.0,7.0,18.0,4.0,1.0,26.0,0.73,15.0,0.0,2.0,7.0,2.0,0.0,12.0,7.0,0.0,5.0,7.0,5.0,11.0,45.5,6.0,26.0,4.0,22.0,4.0,16.0,20.0,0.0,19.0,107.0,47.0,43.9,2.99,1.31,0.18,0.4,12.8,0.0,0.0,0.0,0.16,2.2,2.2,2023-2024,Aston-Villa,459.0,609.0,75.4,5830.0,932.0,293.0,363.0,80.7,124.0,164.0,75.6,9.0,19.0,47.4,13.0,7.3,4.2,5.7,45.0,23.0,22.0,0.0,55.0,2023-2024,Aston-Villa
Omari Forson,eng ENG,FW,19.0,0.8,33.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,1.0,Matches,2023-2024,Manchester-United,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2023-2024,Manchester-United,,70.0,18.0,2.0,0.8,1.0,52.0,0.0,3.0,6.0,9.0,0.75,1.0,2.0,-1.0,-1.29,-1.29,1.4,0.9,0.5,0.59,0.94,2023-2024,Manchester-United,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.0,2.0,2.0,0.0,1.29,1.29,0.0,1.29,0.04,0.23,0.27,0.04,0.27,2023-2024,Manchester-United,39.0,0.0,2.0,25.0,12.0,1.0,39.0,2.0,1.0,50.0,1.0,50.0,29.0,115.0,34.0,1.0,3.0,0.0,1.0,0.0,31.0,2.0,2023-2024,Manchester-United,4.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.29,0.0,0.0,,21.6,0.0,0.0,0.0,0.03,0.0,0.0,2023-2024,Manchester-United,30.0,33.0,90.9,373.0,78.0,17.0,17.0,100.0,10.0,12.0,83.3,0.0,0.0,,1.0,0.2,0.0,0.8,2.0,2.0,1.0,0.0,2.0,2023-2024,Manchester-United
Omari Kellyman,eng ENG,FW,17.0,0.4,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,Matches,2023-2024,Aston-Villa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2023-2024,Aston-Villa,,37.0,19.0,1.1,0.4,0.0,,0.0,2.0,19.0,10.0,0.0,0.0,1.0,-1.0,-2.43,-2.86,0.1,0.9,-0.9,-2.14,-2.25,2023-2024,Aston-Villa,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,2023-2024,Aston-Villa,11.0,0.0,1.0,8.0,2.0,0.0,11.0,0.0,0.0,,0.0,,4.0,33.0,9.0,1.0,1.0,0.0,2.0,0.0,6.0,0.0,2023-2024,Aston-Villa,2.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.43,0.0,0.0,,20.8,0.0,0.0,0.0,0.07,-0.1,-0.1,2023-2024,Aston-Villa,6.0,7.0,85.7,78.0,11.0,4.0,5.0,80.0,2.0,2.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2023-2024,Aston-Villa
Opponent Total,,,26.1,38.0,20488.0,18673.0,1759.0,439.0,47.0,90.0,764.0,731.0,218.0,106.0,72.0,4.0,16393.0,56.0,383.0,,2023-2024,Burnley,93.0,2.0,1.0,422.0,280.0,82.0,399.0,314.0,335.0,3.0,10.0,2.0,1591.0,288.0,325.0,47.0,2023-2024,Manchester-City,38.0,3420.0,90.0,100.0,38.0,418.0,84.0,270.0,147.0,22.0,192.0,0.53,29.0,91.0,-62.0,-1.63,,27.9,76.1,-48.2,-1.27,,2023-2024,Arsenal,57.0,4.0,1.0,3.0,1.0,49.1,0.28,-6.9,-0.18,122.0,404.0,30.2,1257.0,193.0,26.3,29.0,246.0,30.1,30.3,452.0,31.0,6.9,50.0,1.32,15.4,2023-2024,Crystal-Palace,418.0,28.0,20.0,48.0,26.0,2.0,3.0,27.9,25.7,19.9,45.6,534.0,938.0,922.0,0.74,0.53,1.26,0.68,1.21,0.73,0.52,1.26,0.68,1.2,2023-2024,Arsenal,31276.0,2957.0,9799.0,14445.0,7297.0,1075.0,31272.0,722.0,325.0,45.0,328.0,45.4,17909.0,92855.0,47474.0,915.0,576.0,283.0,763.0,393.0,20660.0,2003.0,2023-2024,Brentford,38.0,57.0,1.5,166.0,110.0,68.1,15.0,10.0,13.0,7.0,18.4,4.0,4.0,0.0,0.0,0.0,2023-2024,Crystal-Palace,1179.0,31.03,846.0,120.0,61.0,78.0,54.0,20.0,99.0,2.61,60.0,9.0,9.0,8.0,11.0,2.0,643.0,413.0,328.0,246.0,69.0,310.0,603.0,51.4,293.0,473.0,150.0,323.0,376.0,1019.0,943.0,18.0,58.0,478.0,160.0,33.5,12.58,4.21,0.11,0.32,15.9,12.0,7.0,7.0,0.13,-5.4,-7.4,2023-2024,Tottenham-Hotspur,11600.0,15111.0,76.8,215542.0,84846.0,5145.0,5896.0,87.3,4665.0,5511.0,84.6,1510.0,2763.0,54.7,39.0,42.1,33.6,-3.1,354.0,895.0,294.0,61.0,1103.0,2023-2024,Tottenham-Hotspur
Oscar Bobb,no NOR,"FW,MF",20.0,3.4,177.0,169.0,8.0,3.0,3.0,0.0,5.0,4.0,1.0,0.0,0.0,0.0,155.0,0.0,5.0,Matches,2023-2024,Manchester-City,0.0,0.0,0.0,2.0,3.0,0.0,5.0,5.0,3.0,0.0,0.0,0.0,17.0,1.0,2.0,33.3,2023-2024,Manchester-City,14.0,302.0,22.0,8.8,3.4,2.0,75.0,1.0,12.0,13.0,21.0,2.57,12.0,5.0,7.0,2.09,0.5,9.3,3.1,6.3,1.86,0.75,2023-2024,Manchester-City,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.4,1.4,1.2,2.6,13.0,25.0,38.0,0.3,0.3,0.6,0.3,0.6,0.41,0.37,0.78,0.41,0.78,2023-2024,Manchester-City,219.0,4.0,13.0,36.0,173.0,27.0,219.0,18.0,11.0,61.1,6.0,33.3,139.0,671.0,395.0,13.0,5.0,5.0,6.0,6.0,159.0,38.0,2023-2024,Manchester-City,,,,,,,,,,,,,,,,,,,22.0,6.56,16.0,0.0,4.0,1.0,1.0,0.0,6.0,1.79,3.0,0.0,2.0,0.0,1.0,0.0,7.0,3.0,1.0,2.0,4.0,2.0,4.0,50.0,2.0,4.0,0.0,4.0,5.0,12.0,1.0,0.0,1.0,4.0,1.0,25.0,1.19,0.3,0.25,1.0,11.1,0.0,0.0,0.0,0.35,-0.4,-0.4,2023-2024,Manchester-City,155.0,177.0,87.6,2056.0,478.0,101.0,107.0,94.4,44.0,51.0,86.3,4.0,4.0,100.0,1.0,1.2,1.3,-0.2,9.0,3.0,19.0,1.0,25.0,2023-2024,Manchester-City
Owen Beck,wls WAL,DF,20.0,0.1,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,Matches,2023-2024,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,2023-2024,Liverpool,1.0,8.0,8.0,0.2,0.1,0.0,,0.0,1.0,8.0,0.0,3.0,1.0,0.0,1.0,11.25,10.09,0.3,0.9,-0.6,-6.87,-7.99,2023-2024,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024,Liverpool,8.0,0.0,3.0,4.0,2.0,0.0,8.0,1.0,0.0,0.0,1.0,100.0,4.0,43.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,2023-2024,Liverpool,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,2023-2024,Liverpool,3.0,4.0,75.0,31.0,1.0,2.0,3.0,66.7,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024,Liverpool
Owen Hampson,eng ENG,MF,18.0,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,,2023-2024,Sheffield-United,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,2023-2024,Sheffield-United,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Owen Hesketh,wls WAL,MF,20.0,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,,2023-2024,Wolverhampton-Wanderers,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,2023-2024,Wolverhampton-Wanderers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pablo Fornals,es ESP,"MF,FW",27.0,4.7,210.0,204.0,6.0,2.0,0.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0,162.0,0.0,6.0,Matches,2023-2024,West-Ham-United,0.0,0.0,0.0,3.0,5.0,1.0,8.0,6.0,6.0,0.0,0.0,0.0,26.0,3.0,6.0,33.3,2023-2024,West-Ham-United,,426.0,28.0,12.5,4.7,4.0,78.0,2.0,11.0,11.0,6.0,1.67,6.0,9.0,-3.0,-0.63,-0.3,6.7,9.6,-2.8,-0.6,-0.12,2023-2024,West-Ham-United,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.6,4.0,29.0,27.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.13,0.07,0.13,2023-2024,West-Ham-United,277.0,7.0,53.0,128.0,98.0,20.0,277.0,12.0,6.0,50.0,5.0,41.7,156.0,645.0,256.0,4.0,7.0,2.0,8.0,8.0,176.0,27.0,2023-2024,West-Ham-United,15.0,,,,,,,,,,,,,,,,,,16.0,3.37,13.0,0.0,0.0,0.0,1.0,2.0,1.0,0.21,0.0,0.0,0.0,0.0,0.0,1.0,10.0,6.0,4.0,3.0,3.0,5.0,16.0,31.3,11.0,8.0,1.0,7.0,6.0,16.0,7.0,0.0,0.0,7.0,3.0,42.9,1.48,0.63,0.0,0.0,20.1,0.0,0.0,0.0,0.04,-0.3,-0.3,2023-2024,West-Ham-United,162.0,210.0,77.1,2602.0,713.0,83.0,96.0,86.5,60.0,75.0,80.0,12.0,20.0,60.0,0.0,0.3,0.3,-0.3,5.0,19.0,6.0,1.0,29.0,2023-2024,West-Ham-United
Pablo Sarabia,es ESP,"MF,FW",31.0,19.4,976.0,837.0,130.0,34.0,9.0,7.0,131.0,7.0,71.0,37.0,19.0,10.0,684.0,9.0,44.0,Matches,2023-2024,Wolverhampton-Wanderers,5.0,0.0,0.0,21.0,25.0,9.0,131.0,10.0,13.0,0.0,0.0,0.0,90.0,7.0,21.0,25.0,2023-2024,Wolverhampton-Wanderers,30.0,1745.0,58.0,51.0,19.4,20.0,77.0,5.0,10.0,20.0,7.0,1.33,31.0,27.0,4.0,0.21,1.23,26.9,30.9,-4.0,-0.21,0.71,2023-2024,Wolverhampton-Wanderers,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,4.0,7.0,11.0,2.0,2.0,2.0,5.5,3.9,5.9,9.8,41.0,109.0,137.0,0.21,0.36,0.57,0.1,0.46,0.28,0.3,0.59,0.2,0.5,2023-2024,Wolverhampton-Wanderers,1172.0,13.0,137.0,552.0,495.0,55.0,1170.0,43.0,17.0,39.5,22.0,51.2,687.0,3304.0,1501.0,41.0,52.0,9.0,41.0,23.0,822.0,137.0,2023-2024,Wolverhampton-Wanderers,,,,,,,,,,,,,,,,,,,87.0,4.49,49.0,26.0,2.0,4.0,5.0,1.0,11.0,0.57,7.0,4.0,0.0,0.0,0.0,0.0,20.0,13.0,8.0,8.0,4.0,12.0,36.0,33.3,24.0,17.0,1.0,16.0,10.0,30.0,9.0,0.0,4.0,44.0,16.0,36.4,2.27,0.83,0.05,0.13,19.1,7.0,2.0,2.0,0.09,-1.5,-1.9,2023-2024,Wolverhampton-Wanderers,684.0,976.0,70.1,11034.0,3731.0,377.0,439.0,85.9,195.0,263.0,74.1,73.0,168.0,43.5,7.0,5.9,4.9,1.1,51.0,59.0,40.0,6.0,109.0,2023-2024,Wolverhampton-Wanderers
Pape Matar Sarr,sn SEN,MF,20.0,23.0,1349.0,1329.0,18.0,5.0,6.0,3.0,25.0,9.0,1.0,0.0,0.0,0.0,1179.0,2.0,27.0,Matches,2023-2024,Tottenham-Hotspur,9.0,0.0,0.0,32.0,17.0,0.0,25.0,31.0,24.0,0.0,0.0,0.0,144.0,24.0,27.0,47.1,2023-2024,Tottenham-Hotspur,34.0,2069.0,61.0,60.5,23.0,27.0,71.0,4.0,7.0,23.0,0.0,1.79,40.0,27.0,13.0,0.57,0.57,37.6,34.2,3.4,0.15,0.05,2023-2024,Tottenham-Hotspur,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,3.0,3.0,6.0,3.0,0.0,0.0,3.4,3.4,2.2,5.7,43.0,150.0,90.0,0.13,0.13,0.26,0.13,0.26,0.15,0.1,0.25,0.15,0.25,2023-2024,Tottenham-Hotspur,1582.0,64.0,283.0,830.0,486.0,44.0,1582.0,38.0,19.0,50.0,17.0,44.7,1041.0,5912.0,2263.0,43.0,58.0,3.0,37.0,15.0,1197.0,90.0,2023-2024,Tottenham-Hotspur,,,,,,,,,,,,,,,,,,,52.0,2.26,43.0,0.0,0.0,3.0,2.0,4.0,7.0,0.3,6.0,0.0,0.0,1.0,0.0,0.0,34.0,24.0,11.0,17.0,6.0,15.0,36.0,41.7,21.0,21.0,5.0,16.0,31.0,65.0,28.0,1.0,3.0,36.0,13.0,36.1,1.57,0.57,0.08,0.23,17.6,0.0,0.0,0.0,0.1,-0.4,-0.4,2023-2024,Tottenham-Hotspur,1179.0,1349.0,87.4,17118.0,4177.0,662.0,718.0,92.2,402.0,453.0,88.7,52.0,77.0,67.5,3.0,2.2,2.1,0.8,20.0,108.0,23.0,4.0,150.0,2023-2024,Tottenham-Hotspur
