Player,Nation,Pos,Age,90s,Att,Pass Types-Live,Pass Types-Dead,Pass Types-FK,Pass Types-TB,Pass Types-Sw,Pass Types-Crs,Pass Types-TI,Pass Types-CK,Corner Kicks-In,Corner Kicks-Out,Corner Kicks-Str,Outcomes-Cmp,Outcomes-Off,Outcomes-Blocks,Matches,Season-Unnamed: 21_level_1,Team-Unnamed: 22_level_1,Performance-CrdY,Performance-CrdR,Performance-2CrdY,Performance-Fls,Performance-Fld,Performance-Off,Performance-Crs,Performance-Int,Performance-TklW,Performance-PKwon,Performance-PKcon,Performance-OG,Performance-Recov,Aerial Duels-Won,Aerial Duels-Lost,Aerial Duels-Won%,Season-Unnamed: 22_level_1,Team-Unnamed: 23_level_1,MP,Playing Time-Min,Playing Time-Mn/MP,Playing Time-Min%,Playing Time-90s,Starts-Starts,Starts-Mn/Start,Starts-Compl,Subs-Subs,Subs-Mn/Sub,Subs-unSub,Team Success-PPM,Team Success-onG,Team Success-onGA,Team Success-+/-,Team Success-+/-90,Team Success-On-Off,Team Success (xG)-onxG,Team Success (xG)-onxGA,Team Success (xG)-xG+/-,Team Success (xG)-xG+/-90,Team Success (xG)-On-Off,Season-Unnamed: 27_level_1,Team-Unnamed: 28_level_1,Goals-GA,Goals-PKA,Goals-FK,Goals-CK,Goals-OG,Expected-PSxG,Expected-PSxG/SoT,Expected-PSxG+/-,Expected-/90,Launched-Cmp,Launched-Att,Launched-Cmp%,Passes-Att (GK),Passes-Thr,Passes-Launch%,Passes-AvgLen,Goal Kicks-Att,Goal Kicks-Launch%,Goal Kicks-AvgLen,Crosses-Opp,Crosses-Stp,Crosses-Stp%,Sweeper-#OPA,Sweeper-#OPA/90,Sweeper-AvgDist,Season-Unnamed: 31_level_1,Team-Unnamed: 32_level_1,Playing Time-Starts,Performance-Gls,Performance-Ast,Performance-G+A,Performance-G-PK,Performance-PK,Performance-PKatt,Expected-xG,Expected-npxG,Expected-xAG,Expected-npxG+xAG,Progression-PrgC,Progression-PrgP,Progression-PrgR,Per 90 Minutes-Gls,Per 90 Minutes-Ast,Per 90 Minutes-G+A,Per 90 Minutes-G-PK,Per 90 Minutes-G+A-PK,Per 90 Minutes-xG,Per 90 Minutes-xAG,Per 90 Minutes-xG+xAG,Per 90 Minutes-npxG,Per 90 Minutes-npxG+xAG,Season-Unnamed: 34_level_1,Team-Unnamed: 35_level_1,Touches-Touches,Touches-Def Pen,Touches-Def 3rd,Touches-Mid 3rd,Touches-Att 3rd,Touches-Att Pen,Touches-Live,Take-Ons-Att,Take-Ons-Succ,Take-Ons-Succ%,Take-Ons-Tkld,Take-Ons-Tkld%,Carries-Carries,Carries-TotDist,Carries-PrgDist,Carries-PrgC,Carries-1/3,Carries-CPA,Carries-Mis,Carries-Dis,Receiving-Rec,Receiving-PrgR,Season-Unnamed: 28_level_1,Team-Unnamed: 29_level_1,Playing Time-MP,Performance-GA,Performance-GA90,Performance-SoTA,Performance-Saves,Performance-Save%,Performance-W,Performance-D,Performance-L,Performance-CS,Performance-CS%,Penalty Kicks-PKatt,Penalty Kicks-PKA,Penalty Kicks-PKsv,Penalty Kicks-PKm,Penalty Kicks-Save%,Season-Unnamed: 24_level_1,Team-Unnamed: 25_level_1,SCA-SCA,SCA-SCA90,SCA Types-PassLive,SCA Types-PassDead,SCA Types-TO,SCA Types-Sh,SCA Types-Fld,SCA Types-Def,GCA-GCA,GCA-GCA90,GCA Types-PassLive,GCA Types-PassDead,GCA Types-TO,GCA Types-Sh,GCA Types-Fld,GCA Types-Def,Tackles-Tkl,Tackles-TklW,Tackles-Def 3rd,Tackles-Mid 3rd,Tackles-Att 3rd,Challenges-Tkl,Challenges-Att,Challenges-Tkl%,Challenges-Lost,Blocks-Blocks,Blocks-Sh,Blocks-Pass,Int,Tkl+Int,Clr,Err,Standard-Gls,Standard-Sh,Standard-SoT,Standard-SoT%,Standard-Sh/90,Standard-SoT/90,Standard-G/Sh,Standard-G/SoT,Standard-Dist,Standard-FK,Standard-PK,Standard-PKatt,Expected-npxG/Sh,Expected-G-xG,Expected-np:G-xG,Season-Unnamed: 23_level_1,Team-Unnamed: 24_level_1,Total-Cmp,Total-Att,Total-Cmp%,Total-TotDist,Total-PrgDist,Short-Cmp,Short-Att,Short-Cmp%,Medium-Cmp,Medium-Att,Medium-Cmp%,Long-Cmp,Long-Att,Long-Cmp%,Ast,xAG,Expected-xA,Expected-A-xAG,KP,1/3,PPA,CrsPA,PrgP,Season-Unnamed: 29_level_1,Team-Unnamed: 30_level_1
Pascal Groß,de GER,"MF,DF",32.0,34.6,3223.0,2903.0,309.0,120.0,5.0,16.0,238.0,47.0,133.0,56.0,57.0,3.0,2774.0,11.0,41.0,Matches,2023-2024,Brighton-Hove-Albion,6.0,0.0,0.0,23.0,27.0,3.0,238.0,22.0,46.0,0.0,1.0,0.0,144.0,14.0,17.0,45.2,2023-2024,Brighton-Hove-Albion,36.0,3114.0,87.0,91.1,34.6,34.0,90.0,32.0,2.0,33.0,0.0,1.25,50.0,50.0,0.0,0.0,2.06,52.1,50.3,1.8,0.05,0.18,2023-2024,Brighton-Hove-Albion,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,4.0,10.0,14.0,3.0,1.0,1.0,6.5,5.7,8.1,13.8,83.0,302.0,180.0,0.12,0.29,0.4,0.09,0.38,0.19,0.24,0.42,0.16,0.4,2023-2024,Brighton-Hove-Albion,3534.0,133.0,826.0,1681.0,1050.0,70.0,3533.0,30.0,16.0,53.3,13.0,43.3,2284.0,10055.0,5189.0,83.0,69.0,8.0,35.0,28.0,2736.0,180.0,2023-2024,Brighton-Hove-Albion,,,,,,,,,,,,,,,,,,,185.0,5.35,114.0,54.0,5.0,9.0,2.0,1.0,16.0,0.46,9.0,2.0,4.0,1.0,0.0,0.0,70.0,46.0,33.0,21.0,16.0,31.0,72.0,43.1,41.0,41.0,8.0,33.0,22.0,92.0,32.0,3.0,4.0,54.0,18.0,33.3,1.56,0.52,0.06,0.17,19.8,4.0,1.0,1.0,0.11,-2.5,-2.7,2023-2024,Brighton-Hove-Albion,2774.0,3223.0,86.1,42905.0,13360.0,1583.0,1674.0,94.6,914.0,1035.0,88.3,193.0,359.0,53.8,10.0,8.1,9.2,1.9,103.0,242.0,73.0,27.0,302.0,2023-2024,Brighton-Hove-Albion
Pascal Struijk,nl NED,DF,23.0,22.1,1877.0,1780.0,92.0,52.0,3.0,4.0,4.0,14.0,0.0,0.0,0.0,0.0,1688.0,5.0,5.0,Matches,2023-2024,Nott'ham-Forest,1.0,0.0,0.0,14.0,9.0,0.0,4.0,19.0,22.0,0.0,0.0,1.0,141.0,46.0,29.0,61.3,2023-2024,Nott'ham-Forest,,1989.0,86.0,48.0,22.1,22.0,90.0,21.0,1.0,11.0,0.0,1.83,39.0,22.0,17.0,0.77,-0.11,36.9,18.6,18.3,0.83,-0.14,2023-2024,Nott'ham-Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,3.0,0.0,3.0,2.0,1.0,1.0,2.8,2.0,0.1,2.1,22.0,146.0,3.0,0.14,0.0,0.14,0.09,0.09,0.13,0.0,0.13,0.09,0.09,2023-2024,Nott'ham-Forest,2073.0,171.0,913.0,1073.0,94.0,18.0,2072.0,7.0,4.0,57.1,3.0,42.9,1339.0,8054.0,5074.0,22.0,17.0,0.0,9.0,5.0,1512.0,3.0,2023-2024,Nott'ham-Forest,23.0,,,,,,,,,,,,,,,,,,17.0,0.77,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,22.0,15.0,14.0,2.0,15.0,21.0,71.4,6.0,24.0,12.0,12.0,19.0,50.0,73.0,1.0,3.0,13.0,4.0,30.8,0.59,0.18,0.15,0.5,9.7,0.0,1.0,1.0,0.15,0.2,0.0,2023-2024,Nott'ham-Forest,1688.0,1877.0,89.9,31417.0,10980.0,566.0,609.0,92.9,1017.0,1079.0,94.3,96.0,163.0,58.9,0.0,0.1,0.6,-0.1,3.0,131.0,3.0,0.0,146.0,2023-2024,Nott'ham-Forest
Patrick Bamford,eng ENG,"FW,MF",29.0,16.6,323.0,294.0,27.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,233.0,2.0,11.0,Matches,2023-2024,Nott'ham-Forest,2.0,0.0,0.0,17.0,16.0,11.0,1.0,2.0,10.0,1.0,0.0,0.0,44.0,24.0,38.0,38.7,2023-2024,Nott'ham-Forest,,1493.0,45.0,36.1,16.6,15.0,81.0,5.0,18.0,15.0,0.0,2.06,31.0,11.0,20.0,1.21,0.59,32.4,12.3,20.2,1.22,0.49,2023-2024,Nott'ham-Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,8.0,1.0,9.0,8.0,0.0,1.0,9.5,8.7,1.2,9.9,17.0,24.0,82.0,0.48,0.06,0.54,0.48,0.54,0.57,0.07,0.64,0.52,0.6,2023-2024,Nott'ham-Forest,504.0,11.0,29.0,232.0,253.0,101.0,503.0,26.0,9.0,34.6,15.0,57.7,276.0,1202.0,486.0,17.0,9.0,15.0,45.0,24.0,351.0,82.0,2023-2024,Nott'ham-Forest,33.0,,,,,,,,,,,,,,,,,,28.0,1.69,16.0,0.0,2.0,6.0,3.0,1.0,2.0,0.12,2.0,0.0,0.0,0.0,0.0,0.0,17.0,10.0,0.0,12.0,5.0,10.0,17.0,58.8,7.0,4.0,0.0,4.0,2.0,19.0,10.0,0.0,8.0,53.0,23.0,43.4,3.19,1.39,0.15,0.35,13.4,1.0,0.0,1.0,0.16,-1.5,-0.7,2023-2024,Nott'ham-Forest,233.0,323.0,72.1,2820.0,508.0,161.0,206.0,78.2,61.0,78.0,78.2,2.0,7.0,28.6,1.0,1.2,1.3,-0.2,13.0,16.0,8.0,0.0,24.0,2023-2024,Nott'ham-Forest
Patrick Jones,wls WAL,"FW,MF",20.0,1.8,37.0,35.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,7.0,Matches,2023-2024,Brentford,0.0,0.0,0.0,4.0,3.0,1.0,8.0,2.0,2.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,2023-2024,Brentford,7.0,164.0,23.0,4.0,1.8,1.0,57.0,0.0,6.0,18.0,13.0,0.14,2.0,9.0,-7.0,-3.84,-3.34,2.3,3.1,-0.8,-0.44,-0.13,2023-2024,Brentford,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.4,0.9,10.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.28,0.2,0.49,0.28,0.49,2023-2024,Brentford,73.0,0.0,8.0,27.0,40.0,16.0,73.0,9.0,2.0,22.2,7.0,77.8,53.0,497.0,210.0,10.0,4.0,10.0,11.0,6.0,46.0,17.0,2023-2024,Brentford,,,,,,,,,,,,,,,,,,,4.0,2.2,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,1.0,1.0,2.0,50.0,1.0,3.0,0.0,3.0,2.0,5.0,0.0,0.0,0.0,7.0,3.0,42.9,3.84,1.65,0.0,0.0,12.2,0.0,0.0,0.0,0.07,-0.5,-0.5,2023-2024,Brentford,19.0,37.0,51.4,314.0,124.0,12.0,14.0,85.7,5.0,10.0,50.0,2.0,5.0,40.0,0.0,0.4,0.6,-0.4,3.0,3.0,0.0,0.0,2.0,2023-2024,Brentford
Pau Torres,es ESP,DF,26.0,27.4,1788.0,1663.0,120.0,79.0,1.0,26.0,8.0,5.0,0.0,0.0,0.0,0.0,1562.0,5.0,9.0,Matches,2023-2024,Aston-Villa,1.0,0.0,0.0,18.0,10.0,2.0,8.0,14.0,18.0,0.0,0.0,0.0,127.0,23.0,22.0,51.1,2023-2024,Aston-Villa,,2464.0,85.0,72.0,27.4,27.0,88.0,25.0,2.0,45.0,5.0,2.07,57.0,37.0,20.0,0.73,1.2,46.4,39.9,6.5,0.24,0.53,2023-2024,Aston-Villa,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.4,1.4,42.0,128.0,16.0,0.07,0.0,0.07,0.07,0.07,0.04,0.02,0.05,0.04,0.05,2023-2024,Aston-Villa,1985.0,281.0,989.0,873.0,141.0,22.0,1985.0,28.0,17.0,60.7,9.0,32.1,1398.0,9039.0,5917.0,42.0,42.0,0.0,9.0,13.0,1456.0,16.0,2023-2024,Aston-Villa,29.0,,,,,,,,,,,,,,,,,,23.0,0.84,22.0,1.0,0.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,29.0,18.0,17.0,11.0,1.0,14.0,30.0,46.7,16.0,28.0,12.0,16.0,14.0,43.0,75.0,0.0,2.0,12.0,5.0,41.7,0.44,0.18,0.17,0.4,15.4,0.0,0.0,0.0,0.08,1.0,1.0,2023-2024,Aston-Villa,1562.0,1788.0,87.4,29096.0,9616.0,524.0,566.0,92.6,887.0,952.0,93.2,126.0,226.0,55.8,0.0,0.4,0.7,-0.4,8.0,141.0,12.0,1.0,128.0,2023-2024,Aston-Villa
Paul Dummett,wls WAL,DF,31.0,0.2,23.0,22.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,Matches,2023-2024,Newcastle-United,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,100.0,2023-2024,Newcastle-United,,20.0,4.0,0.6,0.2,0.0,,0.0,5.0,4.0,24.0,2.6,0.0,1.0,-1.0,-4.5,-5.14,0.4,0.9,-0.5,-2.22,-2.62,2023-2024,Newcastle-United,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,2023-2024,Newcastle-United,26.0,3.0,7.0,16.0,3.0,1.0,26.0,0.0,0.0,,0.0,,12.0,54.0,33.0,1.0,0.0,0.0,0.0,0.0,20.0,0.0,2023-2024,Newcastle-United,5.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.5,0.0,0.0,,16.1,0.0,0.0,0.0,0.02,0.0,0.0,2023-2024,Newcastle-United,21.0,23.0,91.3,320.0,76.0,10.0,10.0,100.0,11.0,12.0,91.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2023-2024,Newcastle-United
Pedro Neto,pt POR,"FW,MF",23.0,16.8,722.0,645.0,73.0,23.0,1.0,5.0,115.0,14.0,34.0,16.0,10.0,2.0,538.0,4.0,17.0,Matches,2023-2024,Wolverhampton-Wanderers,4.0,0.0,0.0,15.0,21.0,2.0,115.0,5.0,3.0,1.0,0.0,0.0,79.0,4.0,18.0,18.2,2023-2024,Wolverhampton-Wanderers,20.0,1516.0,76.0,44.3,16.8,18.0,83.0,12.0,2.0,12.0,1.0,1.4,22.0,27.0,-5.0,-0.3,0.18,21.8,29.4,-7.6,-0.45,0.18,2023-2024,Wolverhampton-Wanderers,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,2.0,9.0,11.0,2.0,0.0,0.0,3.5,3.5,4.4,7.9,98.0,54.0,149.0,0.12,0.53,0.65,0.12,0.65,0.21,0.26,0.47,0.21,0.47,2023-2024,Wolverhampton-Wanderers,904.0,4.0,63.0,358.0,505.0,83.0,904.0,88.0,37.0,42.0,42.0,47.7,581.0,4915.0,2615.0,98.0,65.0,42.0,44.0,20.0,683.0,149.0,2023-2024,Wolverhampton-Wanderers,,,,,,,,,,,,,,,,,,,75.0,4.45,41.0,15.0,8.0,4.0,7.0,0.0,14.0,0.83,8.0,2.0,2.0,1.0,1.0,0.0,7.0,3.0,3.0,2.0,2.0,5.0,15.0,33.3,10.0,5.0,1.0,4.0,5.0,12.0,2.0,0.0,2.0,36.0,12.0,33.3,2.14,0.71,0.06,0.17,16.8,3.0,0.0,0.0,0.1,-1.5,-1.5,2023-2024,Wolverhampton-Wanderers,538.0,722.0,74.5,8269.0,1984.0,308.0,354.0,87.0,154.0,210.0,73.3,49.0,98.0,50.0,9.0,4.4,3.7,4.6,38.0,23.0,29.0,12.0,54.0,2023-2024,Wolverhampton-Wanderers
Pedro Porro,es ESP,DF,23.0,34.3,2369.0,1907.0,451.0,56.0,14.0,11.0,198.0,295.0,100.0,36.0,36.0,1.0,1806.0,11.0,68.0,Matches,2023-2024,Tottenham-Hotspur,3.0,0.0,0.0,37.0,27.0,1.0,198.0,34.0,63.0,0.0,1.0,0.0,199.0,15.0,14.0,51.7,2023-2024,Tottenham-Hotspur,35.0,3089.0,88.0,90.3,34.3,35.0,88.0,31.0,0.0,,1.0,1.77,66.0,54.0,12.0,0.35,0.08,61.9,57.8,4.1,0.12,-0.05,2023-2024,Tottenham-Hotspur,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,3.0,7.0,10.0,3.0,0.0,0.0,2.9,2.9,7.2,10.1,57.0,194.0,158.0,0.09,0.2,0.29,0.09,0.29,0.09,0.21,0.3,0.09,0.3,2023-2024,Tottenham-Hotspur,2786.0,161.0,783.0,1098.0,929.0,69.0,2786.0,57.0,26.0,45.6,24.0,42.1,1369.0,5484.0,2925.0,57.0,46.0,10.0,37.0,15.0,1670.0,158.0,2023-2024,Tottenham-Hotspur,,,,,,,,,,,,,,,,,,,107.0,3.12,66.0,28.0,4.0,5.0,4.0,0.0,12.0,0.35,9.0,3.0,0.0,0.0,0.0,0.0,91.0,63.0,43.0,34.0,14.0,62.0,120.0,51.7,58.0,63.0,18.0,45.0,34.0,125.0,102.0,3.0,3.0,53.0,12.0,22.6,1.54,0.35,0.06,0.25,21.0,4.0,0.0,0.0,0.06,0.1,0.1,2023-2024,Tottenham-Hotspur,1806.0,2369.0,76.2,27440.0,10519.0,1057.0,1171.0,90.3,579.0,745.0,77.7,121.0,297.0,40.7,7.0,7.2,6.0,-0.2,51.0,135.0,48.0,10.0,194.0,2023-2024,Tottenham-Hotspur
Pelly Ruddock Mpanzu,cd COD,MF,30.0,12.2,364.0,338.0,24.0,7.0,0.0,7.0,11.0,8.0,2.0,0.0,0.0,0.0,268.0,2.0,13.0,Matches,2023-2024,Luton-Town,1.0,0.0,0.0,9.0,14.0,0.0,11.0,9.0,5.0,0.0,0.0,0.0,54.0,12.0,19.0,38.7,2023-2024,Luton-Town,,1101.0,41.0,32.2,12.2,11.0,74.0,3.0,16.0,18.0,11.0,0.7,13.0,29.0,-16.0,-1.31,-0.65,11.0,28.9,-17.9,-1.47,-0.79,2023-2024,Luton-Town,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.4,1.1,10.0,34.0,15.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,2023-2024,Luton-Town,481.0,30.0,114.0,240.0,130.0,15.0,481.0,16.0,9.0,56.3,6.0,37.5,235.0,961.0,378.0,10.0,7.0,5.0,12.0,16.0,270.0,15.0,2023-2024,Luton-Town,27.0,,,,,,,,,,,,,,,,,,19.0,1.55,12.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,5.0,6.0,6.0,1.0,5.0,9.0,55.6,4.0,15.0,7.0,8.0,9.0,22.0,16.0,3.0,0.0,11.0,1.0,9.1,0.9,0.08,0.0,0.0,19.7,0.0,0.0,0.0,0.06,-0.6,-0.6,2023-2024,Luton-Town,268.0,364.0,73.6,4413.0,1102.0,123.0,141.0,87.2,110.0,143.0,76.9,16.0,36.0,44.4,0.0,0.4,1.4,-0.4,6.0,17.0,13.0,2.0,34.0,2023-2024,Luton-Town
Pervis Estupiñán,ec ECU,DF,25.0,13.8,962.0,851.0,107.0,22.0,1.0,3.0,65.0,73.0,12.0,6.0,2.0,0.0,809.0,4.0,20.0,Matches,2023-2024,Brighton-Hove-Albion,4.0,0.0,0.0,22.0,17.0,5.0,65.0,21.0,13.0,0.0,0.0,1.0,90.0,12.0,14.0,46.2,2023-2024,Brighton-Hove-Albion,19.0,1243.0,65.0,36.3,13.8,15.0,76.0,9.0,4.0,24.0,1.0,1.47,23.0,26.0,-3.0,-0.22,-0.05,21.6,25.8,-4.2,-0.3,-0.54,2023-2024,Brighton-Hove-Albion,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,2.0,3.0,5.0,2.0,0.0,0.0,1.0,1.0,3.5,4.4,47.0,83.0,88.0,0.14,0.22,0.36,0.14,0.36,0.07,0.25,0.32,0.07,0.32,2023-2024,Brighton-Hove-Albion,1109.0,56.0,256.0,546.0,316.0,37.0,1109.0,23.0,9.0,39.1,9.0,39.1,693.0,3046.0,1806.0,47.0,30.0,13.0,20.0,6.0,735.0,88.0,2023-2024,Brighton-Hove-Albion,,,,,,,,,,,,,,,,,,,42.0,3.04,37.0,3.0,1.0,1.0,0.0,0.0,2.0,0.14,2.0,0.0,0.0,0.0,0.0,0.0,26.0,13.0,12.0,11.0,3.0,14.0,30.0,46.7,16.0,14.0,4.0,10.0,21.0,47.0,20.0,0.0,2.0,11.0,6.0,54.5,0.8,0.43,0.18,0.33,18.8,0.0,0.0,0.0,0.09,1.0,1.0,2023-2024,Brighton-Hove-Albion,809.0,962.0,84.1,11736.0,3617.0,480.0,524.0,91.6,270.0,313.0,86.3,32.0,64.0,50.0,3.0,3.5,2.3,-0.5,26.0,66.0,25.0,11.0,83.0,2023-2024,Brighton-Hove-Albion
Phil Foden,eng ENG,"FW,MF",23.0,31.7,1767.0,1684.0,79.0,19.0,15.0,6.0,89.0,4.0,50.0,26.0,14.0,0.0,1511.0,4.0,49.0,Matches,2023-2024,Manchester-City,2.0,0.0,0.0,14.0,60.0,5.0,89.0,13.0,20.0,0.0,1.0,0.0,127.0,6.0,17.0,26.1,2023-2024,Manchester-City,35.0,2857.0,82.0,83.5,31.7,33.0,85.0,19.0,2.0,25.0,2.0,2.34,75.0,27.0,48.0,1.51,-0.73,65.4,28.8,36.6,1.15,-0.18,2023-2024,Manchester-City,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,19.0,8.0,27.0,19.0,0.0,0.0,10.3,10.3,8.4,18.7,93.0,168.0,269.0,0.6,0.25,0.85,0.6,0.85,0.33,0.26,0.59,0.33,0.59,2023-2024,Manchester-City,2146.0,22.0,174.0,785.0,1211.0,190.0,2146.0,102.0,47.0,46.1,46.0,45.1,1435.0,6921.0,3434.0,93.0,79.0,56.0,62.0,49.0,1753.0,269.0,2023-2024,Manchester-City,,,,,,,,,,,,,,,,,,,144.0,4.54,111.0,9.0,9.0,6.0,8.0,1.0,21.0,0.66,16.0,1.0,1.0,0.0,3.0,0.0,31.0,20.0,11.0,10.0,10.0,13.0,31.0,41.9,18.0,30.0,0.0,30.0,13.0,44.0,18.0,1.0,19.0,105.0,48.0,45.7,3.31,1.51,0.18,0.4,18.5,4.0,0.0,0.0,0.1,8.7,8.7,2023-2024,Manchester-City,1511.0,1767.0,85.5,20347.0,3769.0,990.0,1053.0,94.0,388.0,449.0,86.4,68.0,135.0,50.4,8.0,8.4,6.9,-0.4,73.0,71.0,57.0,5.0,168.0,2023-2024,Manchester-City
Philip Billing,dk DEN,MF,27.0,15.5,537.0,518.0,17.0,4.0,0.0,6.0,29.0,5.0,6.0,3.0,1.0,0.0,404.0,2.0,17.0,Matches,2023-2024,Bournemouth,3.0,1.0,0.0,19.0,12.0,0.0,29.0,20.0,16.0,0.0,0.0,0.0,76.0,36.0,24.0,60.0,2023-2024,Bournemouth,29.0,1398.0,48.0,40.9,15.5,13.0,83.0,6.0,16.0,20.0,4.0,1.24,18.0,36.0,-18.0,-1.16,-1.38,18.8,29.2,-10.4,-0.67,-1.04,2023-2024,Bournemouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,2.0,2.0,4.0,2.0,0.0,0.0,2.5,2.5,3.2,5.7,22.0,53.0,63.0,0.13,0.13,0.26,0.13,0.26,0.16,0.21,0.36,0.16,0.36,2023-2024,Bournemouth,755.0,43.0,139.0,337.0,286.0,60.0,755.0,33.0,12.0,36.4,18.0,54.5,366.0,1772.0,798.0,22.0,23.0,6.0,27.0,17.0,438.0,63.0,2023-2024,Bournemouth,,,,,,,,,,,,,,,,,,,46.0,2.96,40.0,2.0,1.0,2.0,1.0,0.0,5.0,0.32,5.0,0.0,0.0,0.0,0.0,0.0,33.0,16.0,7.0,22.0,4.0,9.0,27.0,33.3,18.0,31.0,5.0,26.0,20.0,53.0,28.0,1.0,2.0,30.0,8.0,26.7,1.93,0.52,0.07,0.25,20.6,7.0,0.0,0.0,0.08,-0.5,-0.5,2023-2024,Bournemouth,404.0,537.0,75.2,6037.0,1791.0,232.0,279.0,83.2,121.0,153.0,79.1,31.0,56.0,55.4,2.0,3.2,2.1,-1.2,23.0,39.0,15.0,4.0,53.0,2023-2024,Bournemouth
Philippe Coutinho,br BRA,"MF,FW",31.0,0.3,24.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,Matches,2023-2024,Aston-Villa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,2023-2024,Aston-Villa,,25.0,13.0,0.7,0.3,0.0,,0.0,2.0,13.0,0.0,1.5,1.0,1.0,0.0,0.0,-0.4,0.9,0.6,0.3,1.16,1.08,2023-2024,Aston-Villa,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.52,0.52,0.52,2023-2024,Aston-Villa,30.0,0.0,4.0,18.0,9.0,1.0,30.0,5.0,4.0,80.0,1.0,20.0,26.0,222.0,134.0,5.0,4.0,0.0,2.0,0.0,29.0,2.0,2023-2024,Aston-Villa,2.0,,,,,,,,,,,,,,,,,,2.0,7.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,33.3,10.8,3.6,0.0,0.0,24.9,0.0,0.0,0.0,0.05,-0.1,-0.1,2023-2024,Aston-Villa,20.0,24.0,83.3,265.0,63.0,11.0,14.0,78.6,8.0,9.0,88.9,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,2023-2024,Aston-Villa
